"","gender","age","country","handed","languages","height","rightfoot","armspan","wrist","neck","popliteal","indexfinger","ringfinger","travel","timetravel","bagweight","bagcarry","favlearning","reaction","cellmonths","fitlevel","pulserest","prefquality","superpower","timetaken","year"
"14570","male",13,"newzealand","right",1,156,25,153,16,23,33,80,70,"motor",15,2000,"diagonal","health",0.447,0,"quitefit",68,"happy","time",645,8
"16570","female",12,"philippines","right",2,166,21,62,NA,28,41,100,55,"walk",5,3000,"two","social",0.375,12,"veryfit",115,"famous","fly",613,7
"16837","male",13,"newzealand","right",2,180,25,47,22,53,63,80,6,"train",30,800,"diagonal","arts",0.422,5,"quitefit",68,"happy","invisibility",1045,9
"2680","male",12,"newzealand","right",1,154,25,155,16,33,60,65,70,"motor",3,2300,"one","health",0.375,9,"veryfit",80,"healthy","strength",797,8
"15377","female",14,"newzealand","right",2,171,20,33,NA,NA,7,3,4,"bus",20,NA,"two","health",0.421,111,"littlefit",6,"happy","time",1546,10
"9011","male",11,"Phillipines","right",2,141,20,129,15,31,35,50,50,"walk",28,5000,"two","health",0.389,0,"quitefit",80,"rich","strength",426,7
"16734","female",12,"newzealand","left",1,165,13,100,NA,15,34,30,25,"bus",55,500,"one","arts",0.359,51,"veryfit",80,"happy","invisibility",593,7
"10411","female",11,"newzealand","right",2,152,22,146,16,37,40,73,65,"motor",20,1000,"two","languages",0.563,8,"quitefit",80,"healthy","telepathy",969,7
"18784","male",17,"newzealand","ambi",3,198,30,196,17,32,65,55,48,NA,15,NA,"diagonal","health",0.906,1,"quitefit",80,"happy","telepathy",617,13
"1925","female",13,"newzealand","right",1,155,25,155,15,30,38,70,65,"motor",2,NA,"one","arts",0,4,"unfit",36,"famous","time",959,9
"3235","female",15,"newzealand","ambi",2,167,23,174,15,32,39,7,7,"motor",20,6000,"one","arts",0.282,7,"littlefit",84,"happy","telepathy",756,11
"16041","female",9,"new zealand","left",1,127,8,NA,9,11,14,77,80,"other",5,NA,"two","health",0.562,0,"veryfit",1,"happy","invisibility",1746,5
"7710","female",15,"newzealand","right",3,167,27,168,18,34,48,95,87,"walk",3,NA,"one","arts",0.359,10,"unfit",92,"happy","telepathy",593,10
"4040","male",12,"newzealand","right",2,163,23,163,17,32,42,78,80,"motor",10,NA,"one","english",0.468,NA,"quitefit",88,"rich","time",627,8
"18734","female",10,"newzealand","right",1,152,24,148,15,30,40,75,75,"bus",20,4000,"diagonal","health",0.495,60,"veryfit",66,"rich","telepathy",765,6
"533","male",13,"newzealand","ambi",2,170,27,175,19,33,46,13,12,"bus",41,6500,"two","social",0.297,4,"littlefit",174,"happy","time",237,9
"5271","female",11,"newzealand","right",1,152,24,153,15,30,40,7,7,"bus",15,2500,"one","health",0.703,0,"quitefit",64,"happy","invisibility",8854,8
"10305","female",9,"Ireland","right",1,138,20,131,17,NA,35,65,60,"motor",3,1000,"two","arts",0.375,0,"veryfit",62,"happy","invisibility",1670,5
"18110","female",11,"Philippine","right",2,149,21,145,14,29,44,69,69,"walk",10,1000,"two","arts",0.413,0,"littlefit",-1,"happy","fly",694,7
"5653","male",13,"newzealand","right",6,140,20,110,8,10,45,70,60,"bus",10,NA,"one","science",0.266,0,"littlefit",10,"rich","time",731,9
"19481","female",13,"newzealand","left",1,159,23,154,15,31,41,6,7,"bike",25,2100,"one","health",0.515,27,"quitefit",76,"healthy","strength",687,9
"12864","male",13,"newzealand","right",1,183,27,183,18,33,47,83,93,"motor",5,4000,"two","mathstats",0.705,0,"littlefit",88,"healthy","invisibility",310,9
"4209","female",10,"newzealand","right",NA,152,24,NA,14,30,42,73,60,"motor",10,4900,"one","arts",0.593,NA,"quitefit",68,"healthy","invisibility",955,7
"12249","male",11,"newzealand","right",1,155,24,157,17,36,45,80,80,"motor",5,550,"two","technology",0.406,1,"quitefit",84,"happy","strength",332,7
"5916","male",14,"newzealand","right",2,170,30,180,20,40,50,10,10,"bus",60,NA,"two","social",0.407,0,"littlefit",12,"happy","invisibility",689,10
"14963","male",13,"newzealand","right",1,172,25,170,20,35,50,8,8,"bus",40,3500,"one","technology",0.406,1,"quitefit",-1,"healthy","time",780,9
"2728","female",16,"germany","right",2,165,22,150,20,38,50,75,70,"bus",10,600,"one","english",0.453,18,"quitefit",77,"happy","time",856,12
"12782","female",15,"newzealand","right",1,163,24,167,15,31,44,100,100,"motor",10,4000,"one","arts",NA,24,"quitefit",88,"happy","strength",993,10
"19952","male",13,"newzealand","left",2,178,28,183,18,35,49,NA,NA,"bus",84,NA,"two","technology",0.592,13,"quitefit",84,"happy","fly",478,10
"186","female",14,"newzealand","right",1,162,23,161,14,30,43,73,70,"walk",5,3000,"one","arts",2.77,3,"littlefit",80,"happy","telepathy",849,10
"4960","male",11,"newzealand","right",1,152,24,152,18,35,35,85,85,"motor",5,2500,"two","technology",0.405,3,"quitefit",78,"rich","time",524,7
"718","male",13,"newzealand","right",1,158,25,158,17,31,50,85,95,"motor",12,2600,"diagonal","health",0.265,0,"veryfit",72,"happy","time",838,9
"4420","male",12,"newzealand","right",2,152,20,146,15,30,40,72,70,"walk",10,5000,"two","health",0.359,NA,"veryfit",68,"happy","time",487,8
"10638","female",12,"australia","right",3,145,20,149,15,29,41,80,80,"walk",3,2000,"two","technology",0.39,8,"veryfit",80,"happy","telepathy",441,8
"17839","male",10,"southafrica","right",1,145,22,148,15,33,40,80,81,"motor",5,NA,"two","technology",0.485,12,"quitefit",66,"happy","fly",979,6
"10817","male",12,"newzealand","right",1,161,22,161,14,29,60,85,70,"bus",25,NA,NA,"health",0.39,12,"littlefit",120,"happy","time",754,9
"6569","male",11,"newzealand","right",1,146,9,149,7,34,39,33,35,"motor",5,3000,"two","health",0.406,0,"quitefit",60,"famous","strength",611,7
"4853","female",13,"newzealand","right",1,163,23,170,17,34,41,100,100,"bus",45,NA,"two","arts",0.392,24,"unfit",64,"happy","fly",1160,10
"5693","female",13,"newzealand","right",1,164,25,169,15,31,41,71,72,"bus",45,5000,"one","arts",0.391,2,"quitefit",84,"happy","fly",905,9
"7542","female",13,"newzealand","right",2,166,22,172,17,20,42,98,78,"train",30,NA,"two","health",0.313,0,"quitefit",44,"happy","invisibility",1218,10
"6832","male",14,"newzealand","right",1,166,25,164,17,37,44,8,9,"other",20,3000,"two","english",2.324,3,"quitefit",60,"rich","time",791,9
"1797","male",12,"newzealand","right",1,165,23,161,18,32,44,71,78,"bus",20,1500,"diagonal","technology",0.344,24,"quitefit",88,"healthy","fly",674,8
"10053","female",11,"newzealand","right",3,158,23,156,18,36,33,7,8,"motor",5,NA,"one","arts",0.467,24,"quitefit",23,"rich","telepathy",1397,7
"19407","male",15,"newzealand","right",2,179,26,181,18,39,49,9,9,"bus",20,500,"two","technology",0.375,1,"quitefit",60,"happy","time",902,11
"19312","female",11,"newzealand","right",1,152,25,151,15,32,42,85,70,"bus",50,4000,"two","technology",NA,3,"littlefit",100,"famous","invisibility",401,7
"9965","female",11,"newzealand","right",2,125,24,NA,10,23,60,15,12,"walk",3,NA,"diagonal","languages",0.499,10,"quitefit",80,"rich","time",1215,8
"11582","male",15,"Serbia","right",2,188,30,190,17,68,62,78,72,"walk",30,NA,"one","science",0.313,24,"littlefit",68,"healthy","invisibility",438,11
"18565","male",13,"newzealand","right",3,174,26,178,17,31,48,96,100,"walk",10,5000,"two","mathstats",0.453,2,"veryfit",68,"rich","fly",764,9
"10205","female",12,"newzealand","ambi",4,159,23,159,16,30,45,68,68,"train",70,5000,"one","health",0.39,0,"littlefit",84,"happy","telepathy",435,8
"1702","female",13,"newzealand","right",1,167,18,157,13,30,33,90,95,"walk",153,3000,"one","arts",0.668,5,"quitefit",48,"rich","time",421,9
"18446","male",14,"newzealand","right",1,176,27,169,18,35,47,10,9,"bus",10,6000,"two","health",0.391,NA,"veryfit",-1,"rich","invisibility",648,5
"8636","male",11,"newzealand","right",1,152,23,NA,15,NA,31,6,7,"walk",8,NA,"one","technology",1.672,12,"veryfit",88,"healthy","time",820,7
"9662","male",12,"newzealand","right",2,151,27,155,21,30,42,110,59,"motor",2,802,"one","technology",2.744,6,"littlefit",27,"happy","invisibility",582,8
"18526","female",17,"scotland","right",1,175,25,168,16,31,46,73,75,"walk",15,NA,"hand","science",0.406,3,"quitefit",72,"happy","fly",597,13
"10308","male",11,"New zealand","left",1,154,23,125,15,34,41,73,70,"bus",15,NA,"one","mathstats",0.697,0,"quitefit",108,"famous","fly",1722,7
"5822","male",13,"newzealand","left",1,165,10,172,15,30,17,123,100,"bus",30,3000,"diagonal","science",1.141,4,"quitefit",64,"rich","invisibility",1773,9
"14562","male",14,"newzealand","right",1,171,26,175,17,35,45,101,112,"motor",10,4100,"two","technology",NA,9,"littlefit",65,"rich","time",851,10
"13580","female",18,"newzealand","left",2,169,18,70,38,14,48,80,78,"walk",15,NA,"two","english",1.625,31,"littlefit",25,"rich","telepathy",1267,13
"4621","male",13,"newzealand","right",1,162,28,165,14,30,44,89,78,"train",50,8600,"two","science",0.433,3,"littlefit",72,"happy","time",759,9
"15688","female",14,"newzealand","right",2,156,20,156,15,30,30,55,57,"motor",45,3000,"two","science",2.787,20,"veryfit",76,"happy","time",739,10
"12961","female",13,"newzealand","right",2,159,24,156,15,31,44,80,85,"bus",43,5000,"two","health",0.454,6,"quitefit",68,"happy","fly",602,9
"16019","male",9,"Korea","right",3,145,22,136,14,30,35,82,83,"other",7,NA,"two","arts",0.515,0,"quitefit",88,"famous","fly",786,5
"17765","female",13,"newzealand","right",1,166,21,168,15,35,49,75,70,"motor",30,4000,"one","arts",0.474,11,"quitefit",52,"famous","telepathy",620,10
"18832","female",13,"newzealand","right",1,155,23,152,8,20,35,60,41,"bus",25,NA,"one","english",0.452,39,"quitefit",60,"famous","invisibility",670,9
"7519","female",14,"newzealand","right",2,180,32,79,21,42,55,73,65,"bus",20,NA,"two","arts",0.422,8,"veryfit",17,"healthy","telepathy",803,10
"9788","female",13,"newzealand","right",2,148,24,147,7,NA,39,NA,NA,"motor",21,NA,"one","arts",0.344,17,"littlefit",40,"happy","telepathy",492,9
"2264","female",12,"newzealand","right",4,155,16,150,14,36,56,80,76,NA,30,2580,"diagonal","health",NA,18,"quitefit",25,"happy","telepathy",466,9
"2172","female",14,"Cambodia","right",2,159,22,160,16,32,42,93,93,"walk",15,2900,"two","languages",0.344,3,"littlefit",68,"rich","invisibility",405,10
"14763","female",14,"newzealand","right",1,172,27,175,16,32,46,90,100,"walk",10,NA,"one","social",0.328,8,"quitefit",76,"happy","telepathy",583,10
"13984","female",12,"Japan","right",1,156,24,153,25,30,43,70,65,"bus",45,NA,"one","mathstats",0.528,24,"littlefit",-1,"famous","invisibility",3578,8
"17786","female",14,"newzealand","ambi",1,147,21,153,16,33,41,50,50,"walk",0,6000,"one","technology",0.438,1,"littlefit",76,"happy","fly",661,10
"7184","female",12,"Korea","right",2,148,23,145,15,35,44,80,60,"motor",10,4000,"two","mathstats",0.427,0,"quitefit",60,"happy","telepathy",2880,8
"19357","female",13,"newzealand","right",3,159,23,152,17,33,43,70,80,"motor",5,7300,"two","mathstats",0.844,4,"quitefit",80,"healthy","time",2137,9
"17137","male",12,"newzealand","right",1,137,210,136,15,28,47,6,7,"walk",60,NA,"one","technology",0,24,"quitefit",80,"happy","time",649,9
"8667","female",12,"newzealand","right",2,160,2,NA,6,NA,7,8,7,"motor",5,900,"one","health",NA,1,"littlefit",92,"rich","telepathy",1702,8
"17627","female",14,"newzealand","right",1,174,26,165,15,33,46,100,110,"bike",10,6000,"one","health",0.484,15,"quitefit",86,"happy","invisibility",788,9
"13342","male",14,"America, Texas","right",2,161,26,169,18,33,43,100,110,"bus",35,5000,"two","health",0.338,5,"quitefit",100,"happy","time",885,10
"6308","female",14,"china","right",3,168,23,159,19,33,49,70,70,"walk",15,4000,"two","arts",1.359,22,"littlefit",88,"rich","telepathy",398,10
"13429","female",13,"australia","right",1,173,23,175,16,34,45,90,95,"bus",40,4050,"one","languages",0.375,7,"littlefit",94,"happy","telepathy",564,9
"695","female",13,"newzealand","right",3,161,30,170,15,30,42,97,99,"walk",15,7500,"two","science",0.335,NA,"littlefit",72,"rich","invisibility",435,10
"6043","male",11,"newzealand","right",1,144,23,149,15,31,32,65,60,"bus",40,1000,"diagonal","arts",0.484,0,"littlefit",104,"happy","telepathy",545,7
"4112","male",11,"newzealand","right",1,160,25,157,17,36,40,70,84,"walk",50,NA,"two","health",0.453,4,"veryfit",76,"healthy","strength",435,8
"20043","male",NA,"newzealand","right",1,148,22,148,16,32,37,70,70,"bus",0,NA,"two","technology",0.604,26,"littlefit",88,"healthy","invisibility",803,7
"8449","female",11,"newzealand","right",1,155,22,155,15,28,39,7,6,"bus",30,NA,"two","health",0.518,0,"veryfit",72,"rich","invisibility",3006,7
"10900","male",12,"newzealand","right",2,170,26,170,17,39,50,85,84,"bus",20,3000,"two","mathstats",0.39,0,"littlefit",72,"rich","invisibility",588,9
"3039","female",11,"newzealand","left",2,144,23,152,NA,41,39,15,19,"motor",30,NA,"diagonal","arts",0.546,27,"littlefit",80,"happy","fly",1474,7
"13590","male",11,"newzealand","right",2,150,24,59,16,34,37,80,7,"motor",7,NA,"two","mathstats",0.375,0,"veryfit",64,"rich","strength",748,7
"2591","female",9,"newzealand","left",1,130,20,129,13,28,24,55,50,"walk",5,NA,"two","arts",2.729,0,"veryfit",46,"healthy","fly",749,5
"19167","female",11,"newzealand","right",1,NA,25,154,NA,24,47,3,3,"walk",10,NA,"two","health",0.719,NA,"veryfit",60,"healthy","invisibility",981,7
"18559","female",13,"newzealand","left",1,162,23,162,16,29,43,8,8,"walk",12,NA,"two","english",0.422,0,"quitefit",92,"happy","telepathy",742,9
"15346","female",13,"newzealand","right",2,159,23,157,15,32,38,75,70,"motor",10,2000,"two","technology",0.431,9,"unfit",76,"happy","telepathy",700,9
"6964","male",14,"newzealand","right",1,169,25,NA,15,34,10,8,9,"bus",45,1400,"two","health",0.344,17,"veryfit",100,"rich","invisibility",617,10
"19253","female",11,"newzealand","right",2,NA,21,167,16,13,42,75,90,"walk",15,500,"one","arts",0.492,3,"quitefit",60,"happy","invisibility",798,7
"18655","female",9,"newzealand","right",3,140,22,136,15,30,37,61,61,"bus",5,3000,"hand","science",0.831,NA,"quitefit",80,"healthy","fly",892,5
"12651","male",14,"newzealand","left",1,171,25,177,17,34,44,72,80,"train",23,5700,"diagonal","health",0.343,9,"quitefit",93,"happy","invisibility",596,10
"19326","female",11,"newzealand","right",2,153,23,NA,15,31,38,90,80,"walk",15,NA,"one","health",0.501,5,"quitefit",76,"rich","invisibility",418,7
"3683","female",15,"newzealand","left",1,166,23,159,15,31,43,70,70,"bus",20,7000,"two","health",0.359,1,"quitefit",76,"rich","time",747,11
"12696","male",14,"newzealand","left",1,163,25,160,17,35,42,70,80,"walk",20,4200,"two","technology",0.344,4,"quitefit",-1,"happy","fly",365,10
"18437",NA,11,"newzealand","right",3,156,25,149,17,32,39,85,80,"walk",10,840,"one","arts",2.335,6,"veryfit",60,"rich","invisibility",1332,7
"3066","male",9,"newzealand","right",1,126,18,138,55,12,33,60,50,"motor",15,2000,"two","english",0,0,"veryfit",72,"healthy","time",678,5
"9559","female",13,"england","right",2,159,23,156,14,30,41,90,95,"walk",30,4000,"two","arts",1.516,30,"quitefit",100,"happy","telepathy",772,9
"13479","male",13,"newzealand","right",3,177,30,177,18,34,47,73,75,"walk",32,4000,"one","health",0.328,6,"veryfit",108,"rich","time",693,9
"12166","female",14,"newzealand","right",1,170,24,168,17,34,52,95,105,"motor",15,5000,"two","arts",0.356,20,"quitefit",78,"happy","time",481,10
"2858","female",14,"newzealand","left",1,167,22,176,15,33,43,68,69,"motor",20,6000,"one","health",0.359,8,"quitefit",79,"happy","time",658,10
"12568","male",14,"newzealand","right",1,150,23,149,15,30,37,60,7,"motor",10,10000,"two","arts",0.406,18,"quitefit",48,"happy","strength",937,10
"14794","male",14,"newzealand","right",NA,157,25,160,31,15,41,80,80,"bike",15,2000,"two","technology",0.33,0,"veryfit",80,"happy","invisibility",467,10
"3633","female",11,"newzealand","left",1,161,25,158,17,31,46,80,90,"bus",30,NA,"one","arts",0.52,4,"quitefit",64,"happy","fly",737,8
"2845","female",13,"newzealand","right",1,158,25,160,16,31,41,70,74,"bus",35,3300,"two","english",0.343,7,"littlefit",85,"happy","invisibility",777,10
"5008","female",12,"australia","right",1,166,25,169,18,37,46,80,70,"walk",20,NA,"one","languages",0.422,1,"littlefit",131,"happy","telepathy",547,8
"4611","female",14,"australia","ambi",3,170,25,170,17,34,38,90,80,"motor",11,700,"diagonal","arts",0.453,0,"littlefit",NA,"famous","fly",1364,10
"18049","female",11,"samoa","right",1,157,10,150,16,30,42,8,9,"walk",10,NA,"two","arts",0,NA,"veryfit",80,"famous","fly",1386,7
"1611","male",10,"newzealand","right",2,134,20,138,14,29,42,63,61,"walk",2,NA,"one","health",0.454,2,"veryfit",92,"rich","strength",2458,5
"17649","female",12,"newzealand","right",2,157,23,155,15,29,39,9,9,"motor",10,NA,"one","english",0.75,15,"veryfit",35,"happy","telepathy",922,8
"6532","female",9,"newzealand","left",1,NA,17,NA,12,26,31,60,50,"walk",15,900,"two","arts",0.551,0,"quitefit",84,"rich","fly",1850,5
"831","male",12,"newzealand","right",2,159,28,165,19,36,43,85,81,"walk",19,NA,"two","technology",0.397,6,"quitefit",66,"happy","time",529,8
"17527","female",14,"newzealand","right",1,162,22,NA,16,30,41,80,70,"bus",55,NA,"one","health",0.359,3,"quitefit",72,"happy","fly",525,10
"4753","male",10,"newzealand","right",1,147,25,145,17,34,27,70,69,"bike",5,NA,"two","health",0.375,0,"quitefit",90,"rich","telepathy",1079,6
"12896","male",13,"newzealand","right",1,173,29,174,17,37,40,80,85,"bike",6,5000,"two","arts",0.328,17,"veryfit",-1,"healthy","time",1351,9
"4101","female",11,NA,"right",1,142,20,135,14,29,37,70,70,"motor",60,NA,"hand","health",0.468,9,"veryfit",60,"famous","fly",1164,7
"13638","female",16,"Japan","right",2,174,24,176,14,33,43,80,NA,"walk",3,7000,"diagonal","arts",0.343,6,"littlefit",96,"happy","fly",1232,12
"15387","male",14,"middle more hospital","right",NA,177,1,NA,NA,NA,0,NA,NA,"bus",120,NA,"two","mathstats",1.125,1,"unfit",16,"famous","time",907,9
"13426","male",18,"South Korea","right",2,153,24,151,17,38,55,99,103,"bus",35,6000,"two","science",0.328,22,"unfit",92,"happy","time",525,13
"9340","male",9,"england","right",1,200,25,120,23,123,123,70,123,"walk",6,NA,"two","health",0.438,NA,"veryfit",NA,"famous","fly",1292,5
"16325","female",10,"newzealand","right",1,130,8,124,13,29,5,60,60,"motor",10,2000,"two","social",0,0,"quitefit",-1,"happy","fly",1308,5
"3760","male",14,"Macedonia","right",4,179,30,189,17,35,43,85,90,"walk",12,8500,"diagonal","health",0.391,48,"veryfit",46,"famous","time",910,10
"18823","female",14,"newzealand","right",1,158,22,158,15,31,40,92,90,"motor",4,3600,"one","technology",0.436,17,"littlefit",72,"happy","telepathy",629,10
"4495","male",11,"newzealand","right",1,166,27,172,17,35,42,7,7,"bike",15,1287,"two","arts",0.369,1,"quitefit",74,"famous","strength",602,7
"2464","female",14,"newzealand","right",2,164,21,159,15,33,39,80,85,"motor",30,NA,"one","health",0.44,4,"veryfit",44,"happy","invisibility",596,10
